identifier,series,control_symbol,title,contents_dates,start_date,end_date,access_status,location,digitised_status,digitised_pages
273793,A6122,63,Royal Commission on Espionage 1954-5 - Reference To Russian Intelligence Service. Vol 2.,1954 - 1955,1954,1955,Open with exception,Canberra,False,0
273794,A6122,61,Royal Commission on Espionage References to RTS Outside Australia Vol 2,1954 - 1955,1954,1955,Open with exception,Canberra,False,0
273797,A6122,54,Royal Commission on Espionage 1954-5: References to Soviet State Security Cadre Workers,1954 - 1955,1954,1955,Open with exception,Canberra,False,0
273798,A6122,53,Royal Commission on Espionage 1954-5: References to RIS Activities in Australia 1950-1954,1954 - 1954,1954,1954,Open with exception,Canberra,False,0
273803,A6122,47,"Notes and Review's on Petrov's Book ""Empire of Fear""",1954 - 1957,1954,1957,Open with exception,Canberra,True,86
273804,A6122,44,Royal Commission on Espionage - Questions in Federal Parliament,1954 - 1956,1954,1956,Open with exception,Canberra,False,0
273811,A6122,36,"Royal Commission on Espionage - Railway Bridge - Molonglo, Canberra, Pt1.",1954 - 1954,1954,1954,Open with exception,Canberra,False,0
273813,A6122,29,Legal Opinions on Royal Commission (1954) on Espionage in Australia.,1954 - 1954,1954,1954,Open with exception,Canberra,False,0
273814,A6122,28,"Royal Commissions - The [Royal] Commission Appointed Pursuant to the Royal Commission ACT, 1954 Vol 1.",1954 - 1954,1954,1954,Open with exception,Canberra,False,0
273821,A6122,176,International Communist Movement - General Reports,1945 - 1954,1945,1954,Open with exception,Canberra,False,0
273822,A6122,175,Polish Unity League,1943 - 1950,1943,1950,Open with exception,Canberra,True,194
273826,A6122,172,Macedonian People League of Australia Vol 1,1946 - 1950,1946,1950,Open with exception,Canberra,True,195
273834,A6122,187,Russian Fascist Union,1935 - 1940,1935,1940,Open with exception,Canberra,False,0
273836,A6122,181,Yugoslav Immigrants Association Vols 1 and 2,1937 - 1948,1937,1948,Open,Canberra,True,293
273837,A6122,177,Yugoslav Community in Australia - General,1953 - 1953,1953,1953,Open,Canberra,False,0
273838,A6122,184,"Yugoslav Immigrants Association Qld, SA, Vic, WA Supplementary Volume",1941 - 1947,1941,1947,Open,Canberra,True,256
273839,A6122,157,Anti Communist Activities within Australia Vol. 1,1943 - 1947,1943,1947,Open,Canberra,False,0
273845,A6122,185,Jewish Board of Deputies,1944 - 1951,1944,1951,Open with exception,Canberra,False,0
273848,A6122,182,Yugoslav Immigrants Association Vol 3,1946 - 1949,1946,1949,Open with exception,Canberra,True,205
276715,A6122,204,Greek Orthodox Community on Australia,1945 - 1947,1945,1947,Open with exception,Canberra,True,29
276721,A6122,193,Australian Building and Construction Employees and Builders' Labourers Federation Vol 1,1941 - 1951,1941,1951,Open with exception,Canberra,True,20
279178,A6122,346,Australian Building and Construction Employees and Builders Labourers Federation - South Australia,1947 - 1949,1947,1949,Open with exception,Canberra,False,0
279183,A6122,343,Australian Building and Construction Employees and Builders Labourers Federation - ACT,1947 - 1947,1947,1947,Open,Canberra,False,0
279226,A6122,319,Greek Community Centre or Greek Orthodox Community Victoria,1800 - 1800,1800,1800,Open,Canberra,True,17
279254,A6122,300,Graziers Association,1945 - 1955,1945,1955,Open with exception,Canberra,False,0
279261,A6122,296,"Communist Party of Australia - Interest in the Commonwealth Heads of Government Meetings General: (excluding CHOGM 1981, Melbourne)",1800 - 1800,1800,1800,Open with exception,Canberra,False,0
279264,A6122,294,C.P. of A. Interest in SEATO,1954 - 1955,1954,1955,Open with exception,Canberra,False,0
279265,A6122,293,Communist Activity at Rum Jungle,1952 - 1952,1952,1952,Open,Canberra,False,0
279266,A6122,292,Communists in Western Australia - Lists of persons known to be associated with communism in 1940.,1940 - 1954,1940,1954,Open with exception,Canberra,False,0
279275,A6122,287,"CPA [Communist Party of Australia] Activity at St. Leonards, Victoria. Volume 1",1952 - 1954,1952,1954,Open with exception,Canberra,False,0
279286,A6122,281,"CPA [Communist Party of Australia] Activities and Interest in EBOR, NSW, Volume 1",1800 - 1800,1800,1800,Open with exception,Canberra,False,0
279287,A6122,280,CPA [Communist Party of Australia] Activity and Interest in Sutherland - Cronulla Area,1954 - 1954,1954,1954,Open with exception,Canberra,False,0
279301,A6122,272,CPA [Communist Party of Australia] Activity and Interest in Russell Island - Qld. Volume 1,1800 - 1800,1800,1800,Open with exception,Canberra,False,0
279310,A6122,267,CPA [Communist Party of Australia] use of questionnaires in educational institutions. Volume 1 [questionnaires],1952 - 1955,1952,1955,Open with exception,Canberra,False,0
279319,A6122,262,C.P. of A. [communist] [party] [australia] interest in schools and education. Volume 1A,1946 - 1950,1946,1950,Open with exception,Canberra,True,145
279321,A6122,260,"C.P. of A. - Industrial Organisation and Policy, S.A. Volume 1",1952 - 1953,1952,1953,Open with exception,Canberra,False,0
279328,A6122,256,C.P. of A. [communist] [party] [australia] activities on Australian ships,1948 - 1953,1948,1953,Open with exception,Canberra,False,0
279329,A6122,255,Communist interest in union apprentices. Volume 1,1952 - 1955,1952,1955,Open with exception,Canberra,False,0
279335,A6122,252,Communist Party of Australia - Attitude towards the Australian Oil Industry,1953 - 1954,1953,1954,Open with exception,Canberra,False,0
279344,A6122,247,CPA Activities and Interests in Primary Producers,1931 - 1955,1931,1955,Open with exception,Canberra,False,0
279345,A6122,246,C.P. of A. Trade Union Election Techniques,1953 - 1955,1953,1955,Open with exception,Canberra,False,0
279346,A6122,245,C.P. of A. Policy towards Margins and the Basic Wage,1953 - 1955,1953,1955,Open with exception,Canberra,False,0
279351,A6122,242,Communist Party of Australia - activity and interest in Chrysler (Australia) Ltd,circa1956 - circa1956,,,Open with exception,Canberra,False,0
279370,A6122,232,CPA activities and interest in Canberra Community Hospital - Volume 1,circa1956 - circa1956,,,Open with exception,Canberra,False,0
279394,A6122,222,CPA. Interest in the Australian Armed Forces. Volume 3,1944 - 1964,1944,1964,Open with exception,Canberra,False,0
279395,A6122,221 PART 1,CPA [Communist Party of Australia] interest in the Australian Armed Forces. Volume 2,1935 - 1944,1935,1944,Open with exception,Canberra,False,0
279396,A6122,220,CPA [Communist Party of Australia] interest in the Australian Armed Forces Volume 1,1928 - 1937,1928,1937,Open with exception,Canberra,False,0
279401,A6122,215,CPA Activities General. Volume 1,1955 - 1955,1955,1955,Open with exception,Canberra,False,0
279402,A6122,217,CPA [communist] [party] [australia] attitude towards disarmament.Volume 1.,1952 - 1952,1952,1952,Open with exception,Canberra,False,0
279429,A6122,190,Fellowship of Australian Writers Volume 2,1952 - 1952,1952,1952,Open with exception,Canberra,True,139
279499,A6122,301,RSL. Action against Communists.,1942 - 1949,1942,1949,Open with exception,Canberra,False,0
332853,A6122,411,New Theatre League - General - Volume 1 [114p],1936 - 1951,1936,1951,Open with exception,Canberra,False,0
368172,A6122,377,CP of A Activity and Interest in Italian Community - Queensland,1932 - 1953,1932,1953,Open with exception,Canberra,False,0
368206,A6122,382,CPA [Communist Party of Australia] Activity and Interest in Italian Community - South Australia,1954 - 1954,1954,1954,Open with exception,Canberra,False,0
368216,A6122,386,CPA Activity and interest in Greek Community - Victoria,1901 - 1956,1901,1956,Open with exception,Canberra,False,0
424282,A6122,438,CP of A [Communist Party of Australia] Participation in Federal Elections. Election Results,1951 - 1954,1951,1954,Open with exception,Canberra,False,0
425976,A6122,604,CP of A [Communist Party of Australia] N.S.W. Sutherland Section,1953 - 1953,1953,1953,Open with exception,Canberra,False,0
426083,A6122,447,"Communist Party of Australia - Attitude towards the Australian Labor Party, Volume 1",1928 - 1954,1928,1954,Open with exception,Canberra,True,232
426086,A6122,444,Communist Party of Australia - Interest and Activities in Jewish Community,1943 - 1954,1943,1954,Open with exception,Canberra,True,155
429462,A6122,679,C P of A [Communist Party of Australia] Queensland - Greenslopes Repatriation Hospital Branch,1941 - 1942,1941,1942,Open with exception,Canberra,False,0
429490,A6122,520,C P of A South Australia Abattoirs Branch,1954 - 1955,1954,1955,Open with exception,Canberra,True,22
429491,A6122,519,C P of A Branches South Australia - Norwood Branch,1953 - 1954,1953,1954,Open with exception,Canberra,True,10
429492,A6122,518,C P of A Branch South Australia - Pennington Branch,1951 - 1953,1951,1953,Open with exception,Canberra,False,0
429493,A6122,517,C P of A South Australia Adelaide University Branch,1940 - 1955,1940,1955,Open with exception,Canberra,False,0
429494,A6122,510,C P of A Victoria Brighton Branch,1953 - 1955,1953,1955,Open with exception,Canberra,False,0
429759,A6122,468,Communist Party of Australia - Organisation static Victoria Volume 1,1945 - 1956,1945,1956,Open with exception,Canberra,False,0
467782,A6122,929,Communist Party of Australia - 16th National Congress - 1951,1951 - 1952,1951,1952,Open with exception,XNAA,False,0
672267,A6122,1210,"Goethe Bund, Queensland. Minute book [and draft constitution].",1927 - 1936,1927,1936,Open,Canberra,False,0
672268,A6122,1209,Roll of all persons who have been interned from Queensland,circa1945 - 1945,,1945,Open,Canberra,False,0
672269,A6122,1206,"CPA [Communist Party of Australia] propaganda and publications, Part 1",1940 - 1941,1940,1941,Open,Canberra,False,0
672270,A6122,1207,"CPA [Communist Party of Australia] propaganda and publications, Part 2",1940 - 1941,1940,1941,Open,Canberra,True,147
672271,A6122,1208,"CPA [Communist Party of Australia] propaganda and publications, Part 3",1939 - 1942,1939,1942,Open,Canberra,False,0
752006,A6122,273,CPA [Communist Party of Australia] Activity and Interest in Thursday Island,1949 - 1952,1949,1952,Open with exception,Canberra,False,0
837286,A6122,1252,Soviet and Eastern Bloc teams participating in 1956 Olympics - Hungary Volume 2 1956,1956 - 1956,1956,1956,Open with exception,Canberra,True,52
885202,A6122,1244/REFERENCE COPY,Australian Book Society - Victoria - volume 11,circa1955 - circa1957,,,Open with exception,Canberra,False,0
969712,A6122,1804,Propaganda methods instructions for the reporting of radio and television programmes of security interest,1958 - 1969,1958,1969,Open with exception,Canberra,False,0
994151,A6122,1357,Photographs of AJ DALZIEL,circa1949 - circa1950,,,Open,Canberra,False,0
1108120,A6122,1444,Associations Individual - Overseas League,1956 - 1962,1956,1962,Open with exception,Canberra,False,0
1108214,A6122,1146,Education scholarships - Commonwealth Library Fund,1941 - 1962,1941,1962,Open with exception,Canberra,False,0
1108226,A6122,1443,Institute of Public Affairs,1943 - 1953,1943,1953,Open with exception,Canberra,True,208
1108227,A6122,1442,Friends of Republican Spain Committee,1936 - 1962,1936,1962,Open with exception,Canberra,False,0
1108441,A6122,1445,The Fabian Society,1956 - 1962,1956,1962,Open with exception,Canberra,True,62
1110804,A6122,1441,J ALBERT and Sons,1947 - 1949,1947,1949,Open with exception,Canberra,False,0
1118485,A6122,1461,Macedonian Peoples League of Australia - Volume 3 [28pp],1960 - 1962,1960,1962,Open with exception,Canberra,True,28
1118499,A6122,1460,Macedonian Peoples League of Australia - Volume 2 [184pp],1955 - 1959,1955,1959,Open with exception,Canberra,True,175
1118556,A6122,1459,Australian Peace Council - Peace Conference for Asia and Pacific regions - Volume 5,1952 - 1952,1952,1952,Open with exception,Canberra,False,0
1118558,A6122,1458,Australian Peace Council - Peace Conference for Asia and Pacific regions - Volume 4,1952 - 1954,1952,1954,Open with exception,Canberra,False,0
1118560,A6122,1457,Australian Peace Council - Peace Conference for Asia and Pacific regions - Volume 3,1952 - 1952,1952,1952,Open with exception,Canberra,False,0
1118562,A6122,1456,Australian Peace Council - Peace Conference for Asia and Pacific regions - Volume 2,1952 - 1952,1952,1952,Open with exception,Canberra,False,0
1118566,A6122,1455,Australian Peace Council - Peace Conference for Asia and Pacific regions - Volume 1,1952 - 1952,1952,1952,Open with exception,Canberra,False,0
1118568,A6122,1454,Union of Australian Women Volume 10,1961 - 1962,1961,1962,Open with exception,Canberra,False,0
1118570,A6122,1453,Union of Australian Women Volume 9,1961 - 1962,1961,1962,Open with exception,Canberra,False,0
1118572,A6122,1452,Union of Australian Women Volume 8,1961 - 1962,1961,1962,Open with exception,Canberra,False,0
1118574,A6122,1451,Union of Australian Women Volume 7,1960 - 1961,1960,1961,Open with exception,Canberra,False,0
1118577,A6122,1450,Union of Australian Women Volume 6,1956 - 1961,1956,1961,Open with exception,Canberra,True,124
1118578,A6122,1449,Union of Australian Women Volume 5,1960 - 1960,1960,1960,Open with exception,Canberra,False,0
1118580,A6122,1448,Union of Australian Women Volume 4,1957 - 1960,1957,1960,Open with exception,Canberra,False,0
1118581,A6122,1447,Union of Australian Women Volume 3,1957 - 1959,1957,1959,Open with exception,Canberra,False,0
1118659,A6122,1470,First International Conference of South East Asian Historians,1960 - 1961,1960,1961,Open with exception,Canberra,False,0
1118662,A6122,1469,Pacific and Asian dockworkers Conference,1958 - 1963,1958,1963,Open with exception,Canberra,False,0
1118664,A6122,1468,International Labour Organisation Asian Region Conference,1962 - 1963,1962,1963,Open with exception,Canberra,False,0
1118665,A6122,1467,Sydney Film Society,1954 - 1958,1954,1958,Open with exception,Canberra,False,0
1118667,A6122,1466,Asian Conference for the relaxation of International Tension,1955 - 1961,1955,1961,Open with exception,Canberra,False,0
1118782,A6122,1489,CPA Interest in International Affairs - Sino Soviet Dispute - volume 19,1962 - 1963,1962,1963,Open with exception,Canberra,False,0
1118783,A6122,1488,CPA Interest in International Affairs - Sino Soviet Dispute - volume 18,1963 - 1963,1963,1963,Open with exception,Canberra,False,0
1118785,A6122,1487,CPA Interest in International Affairs - Sino Soviet Dispute - volume 17,1963 - 1963,1963,1963,Open with exception,Canberra,False,0
1118787,A6122,1486,CPA Interest in International Affairs - Sino Soviet Dispute - volume 16,1963 - 1963,1963,1963,Open with exception,Canberra,False,0
1118788,A6122,1485,CPA Interest in International Affairs - Sino Soviet Dispute - volume 15,1963 - 1963,1963,1963,Open with exception,Canberra,False,0
1118792,A6122,1484,CPA Interest in International Affairs - Sino Soviet Dispute - volume 14,1963 - 1963,1963,1963,Open with exception,Canberra,False,0
1118796,A6122,1483,CPA Interest in International Affairs - Sino Soviet Dispute - volume 13,1963 - 1963,1963,1963,Open with exception,Canberra,False,0
1118798,A6122,1482,CPA Interest in International Affairs - Sino Soviet Dispute - volume 12,1963 - 1963,1963,1963,Open with exception,Canberra,False,0
1118801,A6122,1481,CPA Interest in International Affairs - Sino Soviet Dispute - volume 11,1963 - 1963,1963,1963,Open with exception,Canberra,False,0
1118803,A6122,1480,CPA Interest in International Affairs - Sino Soviet Dispute - volume 10,1963 - 1963,1963,1963,Open with exception,Canberra,False,0
1118805,A6122,1479,CPA Interest in International Affairs - Sino Soviet Dispute - volume 9,1963 - 1963,1963,1963,Open with exception,Canberra,False,0
1118807,A6122,1478,CPA Interest in International Affairs - Sino Soviet Dispute - volume 8,1963 - 1963,1963,1963,Open with exception,Canberra,False,0
1118808,A6122,1477,CPA Interest in International Affairs - Sino Soviet Dispute - volume 7,1963 - 1963,1963,1963,Open with exception,Canberra,False,0
1118811,A6122,1476,CPA Interest in International Affairs - Sino Soviet Dispute - volume 6,1963 - 1963,1963,1963,Open with exception,Canberra,False,0
1118812,A6122,1475,CPA Interest in International Affairs - Sino Soviet Dispute - volume 5,1963 - 1963,1963,1963,Open with exception,Canberra,False,0
1118814,A6122,1474,CPA Interest in International Affairs - Sino Soviet Dispute - volume 4,1963 - 1963,1963,1963,Open with exception,Canberra,False,0
1118815,A6122,1473,CPA Interest in International Affairs - Sino Soviet Dispute - volume 3 [162 pp],1963 - 1963,1963,1963,Open with exception,Canberra,False,0
1118817,A6122,1472,CPA Interest in International Affairs - Sino Soviet Dispute - volume 2,1962 - 1962,1962,1962,Open with exception,Canberra,False,0
1118819,A6122,1471,CPA Interest in International Affairs - Sino Soviet Dispute - volume 1 [118 pages],1961 - 1962,1961,1962,Open with exception,Canberra,False,0
1119401,A6122,1462,Centrotex Limited,1949 - 1963,1949,1963,Open with exception,Canberra,False,0
1119556,A6122,1465,CPA - NSW - Illegal apparatus covert - Volume 2,1959 - 1976,1959,1976,Open with exception,Canberra,False,0
1119560,A6122,1463,"CPA - SA - Illegal apparatus organisation, covert - Volume 1",1960 - 1960,1960,1960,Open with exception,Canberra,False,0
1119661,A6122,1490,"Miscellaneous Papers - PETROV. Cabin 12, administration - Personal correspondence to Vladimir and Evdokia PETROV. Part 2",1957 - 1957,1957,1957,Open with exception,Canberra,True,15
1140249,A6122,1491,"CPA Kalgoorlie, WA",1959 - 1962,1959,1962,Open with exception,Canberra,False,0
1146676,A6122,1492,"Modern Women's Club, Perth",1942 - 1958,1942,1958,Open with exception,Canberra,False,0
1146677,A6122,1495,Fellowship of Australian Writers Volume 5,1961 - 1964,1961,1964,Open with exception,Canberra,True,251
1146679,A6122,1494,Fellowship of Australian Writers Volume 4,1960 - 1961,1960,1961,Open with exception,Canberra,True,216
1160122,A6122,1496,British Australian Association,1944 - 1979,1944,1979,Open with exception,Canberra,False,0
1163947,A6122,1498,Associations Individual - Australia and New Zealand Association for the Advancement of Science - Volume 1,1957 - 1958,1957,1958,Open with exception,Canberra,False,0
1163948,A6122,1499,Associations Individual - Australia and New Zealand Association for the Advancement of Science - Volume 2,1959 - 1963,1959,1963,Open with exception,Canberra,False,0
1163949,A6122,1497,Associations Individual - Youth of All Nations Incorporated - Volume 1,1955 - 1957,1955,1957,Open with exception,Canberra,False,0
1169393,A6122,1515,Employee Organizations - Trades & Labour Councils - Australian Council of Trade Unions - Vol. 15.,1963 - 1963,1963,1963,Open with exception,Canberra,False,0
1172727,A6122,1501,Employee Organisations - Trade & Labour Councils - Australian Council of Trade Unions - Vol 1,1952 - 1955,1952,1955,Open with exception,Canberra,False,0
1172728,A6122,1502,Employee Organisations - Trade & Labour Councils - Australian Council of Trade Unions - Vol 2,1955 - 1957,1955,1957,Open with exception,Canberra,False,0
1172730,A6122,1503,Employee Organisations - Trade & Labour Councils - Australian Council of Trade Unions - Vol 3,1957 - 1958,1957,1958,Open with exception,Canberra,False,0
1172731,A6122,1504,Employee Organisations - Trade & Labour Councils - Australian Council of Trade Unions - Vol 4,1958 - 1958,1958,1958,Open with exception,Canberra,False,0
1172732,A6122,1505,Employee Organisations - Trade & Labour Councils - Australian Council of Trade Unions - Vol 5,1958 - 1959,1958,1959,Open with exception,Canberra,False,0
1172733,A6122,1506,Employee Organisations - Trade & Labour Councils - Australian Council of Trade Unions - Vol 6,1959 - 1959,1959,1959,Open with exception,Canberra,False,0
1172734,A6122,1507,Employee Organisations - Trade & Labour Councils - Australian Council of Trade Unions - Vol 7,1959 - 1959,1959,1959,Open with exception,Canberra,False,0
1172735,A6122,1508,Employee Organisations - Trade & Labour Councils - Australian Council of Trade Unions - Vol 8,1959 - 1960,1959,1960,Open with exception,Canberra,False,0
1172736,A6122,1509,Employee Organisations - Trade & Labour Councils - Australian Council of Trade Unions - Vol 9,1960 - 1960,1960,1960,Open with exception,Canberra,False,0
1172737,A6122,1510,Employee Organisations - Trade & Labour Councils - Australian Council of Trade Unions - Vol 10,1960 - 1961,1960,1961,Open with exception,Canberra,False,0
1172738,A6122,1511,Employee Organisations - Trade & Labour Councils - Australian Council of Trade Unions - Vol 11,1961 - 1961,1961,1961,Open with exception,Canberra,False,0
1172739,A6122,1512,Employee Organisations - Trade & Labour Councils - Australian Council of Trade Unions - Vol 12,1961 - 1961,1961,1961,Open with exception,Canberra,False,0
1172740,A6122,1513,Employee Organisations - Trade & Labour Councils - Australian Council of Trade Unions - Vol 13,1962 - 1962,1962,1962,Open with exception,Canberra,False,0
1172741,A6122,1514,Employee Organisations - Trade & Labour Councils - Australian Council of Trade Unions - Vol 14,1962 - 1962,1962,1962,Open with exception,Canberra,False,0
1172742,A6122,1516,Employee Organisations - Trade & Labour Councils - Australian Council of Trade Unions - Vol 16,1963 - 1963,1963,1963,Open with exception,Canberra,False,0
1172743,A6122,1517,Employee Organisations - Trade & Labour Councils - Australian Council of Trade Unions - Vol 17,1963 - 1963,1963,1963,Open with exception,Canberra,False,0
1172894,A6122,1500,Education lectures - Training of Commonwealth officers - 3rd Course for Departmental Security Officers.,1955 - 1956,1955,1956,Open with exception,Canberra,False,0
1173698,A6122,1518,CPA - Activities and Interests in National Civic Council.,1963 - 1963,1963,1963,Open with exception,Canberra,False,0
1173700,A6122,1519,CPA - Interests in political parties in Australia - DLP [Australian Democratic Labor Party],1963 - 1963,1963,1963,Open with exception,Canberra,False,0
1173701,A6122,1520,National Civic Council - Vol 1,1960 - 1963,1960,1963,Open with exception,Canberra,False,0
1173702,A6122,1521,Religion - Christian - Catholic action,1961 - 1961,1961,1961,Open with exception,Canberra,True,5
1173703,A6122,1522,National Civic Council of Australia - Re. Catholic Action.,1963 - 1963,1963,1963,Open with exception,Canberra,True,44
1173704,A6122,1523,CPA - Central Committee's - Disputes Committee - National Appeals Committee. Vol 1,1957 - 1963,1957,1963,Open with exception,Canberra,False,0
1179735,A6122,1524,Communist Party of Australia - Interest in personalities and associations - Aborigines Volume 1,1956 - 1958,1956,1958,Open with exception,Canberra,True,134
1179736,A6122,1525,Communist Party of Australia - Interest in personalities and associations - Aborigines Volume 2,1958 - 1959,1958,1959,Open with exception,Canberra,True,148
1179737,A6122,1526,Communist Party of Australia - Interest in personalities and associations - Aborigines Volume 3,1959 - 1960,1959,1960,Open with exception,Canberra,True,153
1179738,A6122,1527,Communist Party of Australia - Interest in personalities and associations - Aborigines Volume 4,1960 - 1961,1960,1961,Open with exception,Canberra,True,194
1179739,A6122,1528,Communist Party of Australia - Interest in personalities and associations - Aborigines Volume 5,1961 - 1962,1961,1962,Open with exception,Canberra,True,136
1179740,A6122,1529,Communist Party of Australia - Interest in personalities and associations - Aborigines Volume 6,1962 - 1962,1962,1962,Open with exception,Canberra,True,160
1179741,A6122,1530,Communist Party of Australia - Interest in personalities and associations - Aborigines Volume 7,1962 - 1963,1962,1963,Open with exception,Canberra,False,0
1179742,A6122,1531,Communist Party of Australia - Interest in personalities and associations - Aborigines Volume 8,1963 - 1963,1963,1963,Open with exception,Canberra,False,0
1189795,A6122,1532,Raymond Clement SULKIS,1953 - 1954,1953,1954,Open with exception,Canberra,False,0
